moving_x,moving_y,reference_x,reference_y
406.067,496.874,406.063,496.840
442.712,743.627,442.602,743.557
127.972,544.693,127.946,544.738
216.906,478.926,216.898,478.921
275.712,410.129,275.678,410.072
340.823,403.859,340.858,403.822
283.028,771.482,283.028,771.430
452.515,564.172,452.541,564.181
319.272,780.134,319.335,780.070
341.060,804.974,341.069,804.979
309.982,653.781,310.037,653.841
269.144,392.836,269.192,392.752
207.809,343.521,207.824,343.599
387.268,458.175,387.199,458.056
398.597,565.686,398.603,565.599
424.518,419.718,424.465,419.643
169.367,628.481,169.474,628.450
268.166,356.803,268.100,356.806
163.899,544.494,163.888,544.533
387.265,478.364,387.265,478.277
419.768,731.969,419.832,732.161
302.676,389.850,302.689,389.934
159.660,549.687,159.604,549.608
449.247,518.046,449.173,518.030
183.205,395.456,183.181,395.411
214.085,760.716,214.020,760.649
250.783,510.824,250.806,510.829
374.645,501.707,374.656,501.590
206.624,470.541,206.615,470.544
444.737,560.018,444.518,559.994
292.233,803.421,292.138,803.377
238.033,743.622,237.975,743.644
253.191,563.023,253.142,562.999
258.320,563.060,258.345,563.022
219.552,702.395,219.418,702.416
321.224,318.249,321.298,318.239
152.349,586.063,152.450,585.940
192.572,650.923,192.594,650.910
289.586,389.469,289.632,389.447
384.871,743.193,384.971,743.198
338.309,774.491,338.321,774.417
169.852,650.642,169.907,650.629
437.301,579.700,437.306,579.665
334.878,316.075,334.908,316.078
197.392,323.678,197.300,323.712
164.540,492.809,164.487,492.845
316.966,649.709,316.942,649.615
429.317,545.967,429.314,545.947
308.160,564.896,308.193,564.895
332.297,792.544,332.280,792.495
134.316,365.262,134.268,365.212
252.291,517.600,252.291,517.589
136.237,738.113,136.229,738.108
347.386,399.126,347.427,399.103
410.873,749.039,410.838,749.000
133.172,757.826,133.085,757.878
156.000,503.721,156.094,503.702
453.164,634.254,453.169,634.303
128.610,670.045,128.601,670.045
334.657,328.065,334.677,328.125
191.460,655.445,191.498,655.448
367.879,786.472,367.857,786.437
198.239,303.446,198.320,303.377
283.633,560.645,283.607,560.629
367.816,407.630,367.712,407.631
126.985,682.681,126.986,682.700
329.118,763.799,329.171,763.871
332.902,383.939,332.864,383.976
450.458,511.866,450.533,511.841
175.252,777.623,175.159,777.639
394.049,744.752,394.088,744.797
207.804,535.888,207.736,535.914
451.135,293.173,451.142,293.233
159.562,544.044,159.591,543.930
331.139,405.512,331.189,405.598
395.973,564.145,396.021,564.137
425.099,408.408,425.101,408.428
244.875,553.395,244.936,553.354
455.842,561.122,455.845,561.123
394.705,617.382,394.727,617.358
336.292,371.375,336.263,371.334
260.063,544.066,260.022,544.037
440.744,687.896,440.747,687.867
165.168,628.333,165.105,628.331
207.804,535.888,207.736,535.914
416.937,618.989,416.905,618.964
344.053,652.135,344.082,652.002
254.180,655.831,254.235,655.803
326.748,784.613,326.788,784.438
239.136,634.202,239.206,634.436
425.342,615.182,425.338,615.139
394.362,467.480,394.328,467.444
338.835,781.922,338.846,781.854
187.167,635.422,187.152,635.424
446.111,467.527,446.048,467.441
175.625,534.903,175.655,534.917
191.074,567.288,191.030,567.309
453.594,664.357,453.550,664.282
255.058,603.707,255.266,603.812
301.800,508.166,301.914,507.919
286.147,782.378,286.119,782.344
293.410,371.004,293.515,371.001
220.240,454.843,220.314,454.772
265.323,787.784,265.349,787.830
392.651,571.120,392.665,571.095
327.583,309.225,327.583,309.253
222.313,339.286,222.007,339.307
429.021,578.034,429.232,578.112
309.973,304.317,310.044,304.148
167.630,639.144,167.591,639.164
405.159,450.646,405.175,450.693
370.033,388.639,370.154,388.656
192.027,492.522,192.053,492.498
203.660,533.794,203.735,533.863
303.648,758.048,303.625,758.056
189.487,386.158,189.190,386.273
441.064,596.049,441.016,595.983
425.103,420.228,425.035,420.119
425.002,718.954,424.914,719.468
173.062,466.779,172.958,466.812
143.528,547.701,143.625,547.374
152.657,510.571,152.725,510.648
237.519,548.287,237.515,548.268
271.219,769.063,271.157,769.008
309.973,304.317,310.044,304.148
250.624,799.333,250.566,799.334
128.846,554.786,128.834,554.838
129.951,399.347,129.897,399.437
193.307,660.365,193.314,660.319
317.451,313.125,317.470,313.001
160.002,557.354,160.070,557.325
439.919,475.450,439.925,475.366
439.919,475.450,439.925,475.366
267.528,797.686,267.543,797.675
344.075,453.731,344.102,453.723
134.863,355.684,134.914,355.654
169.882,646.673,169.881,646.660
282.793,785.377,282.808,785.371
421.781,559.718,421.756,559.703
433.852,558.114,433.867,558.118
125.283,718.562,125.574,718.505
353.199,675.415,353.111,675.403
409.063,552.712,409.126,552.425
329.452,387.400,329.444,387.328
406.084,489.530,406.171,489.645
165.430,336.299,165.461,336.341
258.451,436.523,258.443,436.579
434.246,547.816,434.215,547.814
158.957,381.474,159.015,381.528
371.543,756.087,371.557,756.082
390.972,606.681,391.131,606.602
208.191,620.094,208.168,619.889
455.842,561.122,455.845,561.123
374.735,356.300,374.802,356.168
423.567,475.196,423.516,475.140
385.780,575.969,385.773,575.910
353.929,799.554,354.083,799.561
283.028,771.482,283.028,771.430
316.340,626.034,316.387,626.146
404.487,414.608,404.435,414.711
166.134,503.542,166.179,503.537
397.573,701.410,397.580,701.425
142.577,752.606,142.502,752.612
236.523,794.024,236.665,794.042
254.552,537.802,254.429,537.804
187.264,621.674,187.297,621.713
211.799,704.436,211.824,704.344
309.671,782.390,309.698,782.486
450.808,584.004,450.883,584.045
394.099,518.301,393.977,518.315
293.685,388.799,293.713,388.838
165.230,548.682,165.144,548.694
431.597,651.782,431.619,651.794
276.869,754.094,276.991,754.121
183.428,805.215,183.388,805.206
184.843,815.478,184.808,815.506
242.535,780.044,242.563,780.020
255.058,603.707,255.266,603.812
452.264,693.095,452.338,693.106
149.823,763.151,149.748,763.189
206.783,608.960,206.679,608.985
306.300,784.473,306.314,784.430
420.181,566.572,420.205,566.544
416.211,671.341,416.104,671.456
143.055,402.163,143.052,402.128
451.417,575.512,451.424,575.494
417.812,661.480,417.764,661.529
180.438,808.592,180.254,808.644
400.565,581.000,400.639,581.139
424.743,436.449,424.746,436.483
255.584,443.574,255.617,443.501
184.843,815.478,184.808,815.506
298.816,773.801,298.976,773.727
228.243,718.141,228.263,718.176
232.738,761.783,232.668,761.817
429.317,545.967,429.314,545.947
181.831,812.169,181.799,812.153
274.992,354.350,274.997,354.377
192.165,589.419,192.147,589.319
414.932,789.072,414.924,789.150
292.233,803.421,292.138,803.377
207.809,343.521,207.824,343.599
379.764,402.051,379.997,402.096
404.664,558.517,404.618,558.475
250.709,635.093,250.638,635.071
125.283,718.562,125.574,718.505
373.343,489.485,373.340,489.426
373.343,489.485,373.340,489.426
452.703,482.491,452.713,482.453
278.794,645.937,278.802,645.882
338.114,797.385,338.209,797.255
347.742,799.627,347.615,799.617
252.374,546.776,252.429,546.789
216.372,414.034,216.416,414.018
216.906,478.926,216.898,478.921
147.881,520.728,148.102,520.698
416.563,737.868,416.708,737.857
290.400,313.150,290.367,313.134
156.420,560.368,156.393,560.389
179.717,774.045,179.693,774.053
140.003,538.853,139.976,538.805
319.821,508.118,319.871,508.024
333.908,339.773,333.911,339.871
329.127,554.136,329.037,554.133
283.114,764.051,283.499,763.961
186.278,798.178,186.438,798.078
307.408,763.076,307.334,763.029
309.632,799.977,309.645,799.905
213.589,695.522,213.640,695.659
355.818,600.445,355.930,600.430
196.972,477.195,196.871,477.134
174.359,472.593,174.354,472.519
211.983,766.518,211.978,766.576
250.717,638.501,250.710,638.510
256.504,775.300,256.543,775.312
289.346,786.488,289.330,786.451
398.597,565.686,398.603,565.599
443.436,667.377,443.480,667.330
245.926,751.398,245.877,751.479
132.034,334.707,131.999,334.909
187.436,820.242,187.378,820.178
207.809,343.521,207.824,343.599
237.343,564.706,237.115,564.973
365.178,399.955,365.132,400.009
320.890,295.601,320.874,295.678
218.087,440.990,218.048,440.895
390.101,602.626,390.070,602.629
405.152,471.371,405.012,471.398
290.991,791.616,291.006,791.559
424.149,465.094,424.142,465.018
445.397,705.884,445.437,705.871
189.786,328.287,190.043,328.218
437.349,561.609,437.370,561.563
138.892,321.592,138.820,321.624
226.053,448.630,225.989,448.727
241.821,489.925,241.805,489.864
427.365,672.917,427.426,672.863
121.723,581.501,121.647,581.413
159.368,567.538,159.376,567.486
235.166,784.750,235.174,784.739
298.665,759.954,298.635,760.025
324.285,764.861,324.452,764.947
409.538,502.005,409.484,502.023
414.932,789.072,414.924,789.150
202.353,342.501,202.475,342.546
290.991,791.616,291.006,791.559
420.999,602.912,420.839,602.968
407.474,601.387,407.456,601.509
172.481,314.006,172.503,314.076
235.455,557.436,235.453,557.445
141.647,325.203,141.717,325.240
439.479,785.009,439.502,785.018
197.191,718.019,197.169,717.998
319.065,786.371,319.086,786.373
365.308,714.091,365.600,714.116
227.105,443.815,227.191,443.707
429.284,521.136,429.343,521.060
178.508,815.893,178.486,815.884
316.875,415.404,316.994,415.393
400.152,429.087,400.369,429.055
172.989,734.883,173.023,734.879
331.139,405.512,331.189,405.598
160.463,319.478,160.269,319.401
205.062,637.203,205.052,637.127
246.008,515.100,246.000,515.095
249.903,803.140,249.771,803.136
326.676,707.729,326.592,707.604
162.896,591.452,162.979,591.580
142.128,641.554,142.151,641.466
453.384,638.637,453.373,638.665
331.402,400.336,331.464,400.196
327.939,604.001,328.023,604.099
408.445,509.008,408.579,509.009
443.323,563.170,443.318,563.186
239.555,358.705,239.536,358.742
194.282,298.558,194.418,298.666
237.519,548.287,237.515,548.268
173.578,670.769,173.527,670.931
179.053,473.141,179.040,473.156
362.199,632.424,362.221,632.393
451.135,293.173,451.142,293.233
427.671,570.453,427.656,570.402
156.120,551.409,156.119,551.432
207.109,651.033,207.107,651.072
192.454,711.614,192.408,711.675
337.805,390.801,337.712,390.810
422.014,412.872,421.872,412.866
436.367,642.024,436.402,641.972
454.890,522.396,454.854,522.379
178.377,754.880,178.325,754.929
405.678,527.458,405.720,527.452
226.539,643.051,226.580,643.131
378.510,404.737,378.531,404.693
235.436,561.141,235.443,560.987
443.436,667.377,443.480,667.330
430.141,415.131,430.160,415.182
404.700,742.851,404.631,742.824
440.595,559.551,440.635,559.580
297.558,793.422,297.598,793.366
428.947,509.958,428.972,509.906
247.550,690.449,247.568,690.452
409.896,399.416,409.899,399.553
218.614,644.788,218.724,644.768
237.343,564.706,237.115,564.973
328.769,299.277,328.786,299.231
325.967,286.139,325.942,286.113
286.194,322.701,286.166,322.557
320.890,295.601,320.874,295.678
281.576,528.048,281.546,527.998
442.357,471.487,442.403,471.549
173.133,324.939,173.137,324.902
288.317,777.606,288.222,777.540
375.223,652.180,375.147,652.158
264.476,791.956,264.411,791.958
141.717,648.667,141.584,648.428
364.527,338.771,364.478,338.802
229.079,765.522,228.948,765.502
424.149,465.094,424.142,465.018
197.053,385.940,197.037,385.930
302.651,565.944,302.786,565.934
396.132,353.773,396.016,353.922
150.463,642.312,150.454,642.299
151.816,553.807,151.876,553.882
312.773,773.947,312.782,774.019
186.319,741.135,186.224,741.102
182.696,761.189,182.717,761.186
385.279,394.411,385.243,394.395
202.960,345.542,202.952,345.553
422.641,736.388,422.535,736.429
445.630,785.155,445.633,785.214
332.502,394.348,332.408,394.445
206.615,305.247,206.589,304.975
255.276,754.545,255.312,754.397
449.862,282.836,449.798,282.899
251.348,576.015,251.312,576.031
250.053,795.982,250.015,796.039
405.484,429.982,405.461,429.907
179.783,366.217,179.770,366.184
157.554,491.356,157.570,491.378
215.732,754.861,215.620,754.812
416.325,410.620,416.303,410.607
190.599,391.179,190.560,391.194
308.927,787.961,308.938,787.979
247.550,690.449,247.568,690.452
434.891,665.150,434.907,665.131
298.665,759.954,298.635,760.025
331.402,400.336,331.464,400.196
372.040,818.599,372.071,818.538
384.871,743.193,384.971,743.198
435.896,788.462,435.886,788.576
154.783,750.070,154.767,750.133
157.554,491.356,157.570,491.378
145.558,647.082,145.623,647.110
187.024,567.379,187.025,567.339
429.284,521.136,429.343,521.060
387.524,376.454,387.309,375.515
447.783,777.616,447.773,777.678
273.165,794.884,273.209,794.889
274.179,774.913,274.301,774.776
186.278,798.178,186.438,798.078
425.012,566.706,425.020,566.632
206.910,586.416,206.916,586.320
241.545,784.895,241.595,784.817
450.780,678.972,450.819,678.988
447.688,680.700,447.704,680.651
361.737,627.812,361.778,627.800
263.795,751.876,263.767,752.066
335.944,790.229,335.930,790.227
183.525,307.226,183.529,307.249
175.386,603.807,175.406,603.778
137.206,340.727,137.115,340.791
149.621,756.562,149.505,756.581
335.944,790.229,335.930,790.227
326.904,800.785,326.925,800.800
208.579,699.844,208.582,699.819
337.924,295.556,337.913,295.556
290.724,781.957,290.735,781.917
233.331,779.240,233.301,779.323
