match_index,moving_keypoint_index,reference_keypoint_index,moving_x_px,moving_y_px,reference_x_px,reference_y_px,descriptor_distance,is_ransac_inlier
275,5088,6080,291.1747131347656,251.54364013671875,290.5562744140625,251.47824096679688,175.56765747070312,1
276,6280,7511,350.72509765625,249.71878051757812,350.78106689453125,249.02708435058594,177.5133819580078,1
277,7053,580,387.98504638671875,195.57000732421875,387.7574768066406,195.31173706054688,177.5950469970703,1
278,10576,5280,575.0699462890625,219.0817413330078,574.8817749023438,219.52810668945312,91.4494400024414,1
279,10237,12318,557.8113403320312,190.53807067871094,558.0768432617188,192.01780700683594,96.33275604248047,1
280,9915,5977,540.3789672851562,177.1209259033203,540.0250854492188,176.4196014404297,100.06997680664062,1
281,9528,6423,519.4313354492188,157.2321014404297,518.93115234375,157.08583068847656,100.32946014404297,1
282,9928,3234,671.6417846679688,205.8772735595703,671.65869140625,205.10511779785156,100.50870513916016,1
283,11409,4385,616.6009521484375,184.83413696289062,616.5360107421875,184.85037231445312,102.48414611816406,1
284,9387,6585,513.2114868164062,178.60745239257812,512.8690185546875,178.5386505126953,102.8299560546875,1
285,11285,4549,609.6923828125,182.56983947753906,609.5545043945312,182.75167846679688,103.30537414550781,1
286,9595,3053,679.6212768554688,228.9236297607422,680.508544921875,230.35079956054688,111.3058853149414,1
287,8591,7302,469.0286560058594,135.43190002441406,468.9871826171875,135.59649658203125,114.32410430908203,1
288,9661,3118,678.1377563476562,216.0263214111328,677.9498291015625,216.2046356201172,115.25189971923828,1
289,10969,3904,639.8029174804688,220.9635009765625,640.0585327148438,220.9707794189453,115.63736724853516,1
290,9402,2972,685.24609375,214.7275390625,684.977294921875,216.22064208984375,116.71760559082031,1
291,9581,6344,522.0582885742188,161.69737243652344,522.1765747070312,162.02679443359375,117.75822448730469,1
292,9159,6814,499.95172119140625,170.3219451904297,500.0203552246094,169.91961669921875,120.17487335205078,1
293,11041,4767,598.1411743164062,253.53163146972656,597.6718139648438,253.18170166015625,120.17903137207031,1
294,9435,6532,514.8854370117188,168.07342529296875,514.3994750976562,167.3733367919922,121.26829528808594,1
295,8713,7178,475.771728515625,132.87246704101562,475.6829528808594,133.32086181640625,122.27837371826172,1
296,10622,5257,577.529541015625,229.11631774902344,576.8483276367188,227.56640625,123.2598876953125,1
297,9594,3052,679.6212768554688,228.9236297607422,680.508544921875,230.35079956054688,123.60420989990234,1
298,10948,3902,640.618408203125,206.1935577392578,640.0916137695312,206.1987762451172,125.50299072265625,1
299,10282,5606,559.9266357421875,132.95309448242188,560.20849609375,132.6575469970703,127.69886779785156,1
300,9458,6498,516.0945434570312,159.58505249023438,515.957275390625,159.53524780273438,129.88072204589844,1
301,11284,4555,609.6875610351562,175.4298858642578,609.3876953125,175.92745971679688,130.6904754638672,1
302,11088,4712,600.0521850585938,179.7598876953125,599.6996459960938,179.1699676513672,130.7478485107422,1
303,9676,6237,527.0892333984375,161.04513549804688,526.8723754882812,160.5099639892578,131.41537475585938,1
304,11278,4115,629.3516235351562,241.02932739257812,629.0274047851562,240.8936767578125,133.09019470214844,1
305,10502,5328,571.3151245117188,190.11181640625,572.4839477539062,191.76437377929688,134.60684204101562,1
306,10971,4842,594.75146484375,256.60198974609375,594.1591796875,255.6072540283203,135.8528594970703,1
307,11331,4489,612.1218872070312,213.23968505859375,611.5521240234375,212.1423797607422,138.71914672851562,1
308,8537,7353,465.9858703613281,140.32232666015625,466.3436584472656,140.95068359375,139.19410705566406,1
309,8484,7408,462.4022521972656,142.88748168945312,462.5268859863281,143.30426025390625,142.08448791503906,1
310,8843,7071,483.0686950683594,136.51060485839844,482.6980285644531,136.7141876220703,142.2357177734375,1
311,9667,6228,526.6759643554688,178.70790100097656,527.209716796875,179.52532958984375,146.92855834960938,1
312,9533,6385,519.533935546875,164.39230346679688,519.70166015625,164.88296508789062,147.8749542236328,1
313,7379,10724,856.1438598632812,159.78968811035156,856.3267822265625,160.4447784423828,85.67379760742188,1
314,5958,162,911.4397583007812,141.6873779296875,911.5435180664062,141.70606994628906,87.48143005371094,1
315,6537,7595,891.6289672851562,215.57952880859375,892.2327270507812,216.2086944580078,103.74488067626953,1
316,8792,2691,706.7953491210938,160.4663848876953,707.1390380859375,160.84825134277344,105.76861572265625,1
317,9055,2712,695.9210815429688,222.427490234375,695.3087768554688,221.09194946289062,105.89617919921875,1
318,7993,4779,772.4852294921875,192.57684326171875,772.3093872070312,191.892822265625,106.49413299560547,1
319,8313,3285,722.9949340820312,150.74917602539062,722.2123413085938,150.79150390625,107.9027328491211,1
320,10646,3638,732.964111328125,199.5436553955078,733.0836181640625,198.8927459716797,111.38671112060547,1
321,7512,6893,850.293212890625,147.15756225585938,850.3963012695312,147.15977478027344,114.35908508300781,1
322,8881,2569,703.5711059570312,245.31988525390625,703.3598022460938,245.40220642089844,114.58184814453125,1
323,7973,4801,773.0960083007812,182.34078979492188,773.0374755859375,182.1417999267578,115.63736724853516,1
324,5854,5329,790.564208984375,149.54881286621094,790.4386596679688,149.48716735839844,117.60527038574219,1
325,6007,147,910.0056762695312,191.65541076660156,910.3176879882812,192.02003479003906,118.64653015136719,1
326,7826,6750,840.61962890625,133.21188354492188,840.6160888671875,132.93594360351562,118.80656433105469,1
327,6601,7534,888.3870239257812,209.2495574951172,890.0921630859375,210.3477020263672,119.87493133544922,1
328,7331,10673,857.4309692382812,180.29052734375,858.4210815429688,179.5539093017578,123.60015869140625,1
329,7072,10474,870.099609375,145.07662963867188,868.7338256835938,144.69009399414062,123.71337890625,1
330,5794,320,916.520751953125,203.11024475097656,916.2786865234375,203.06568908691406,126.79905700683594,1
331,7103,12268,782.2349853515625,192.0943145751953,781.966796875,191.88711547851562,127.04329681396484,1
332,9216,2847,690.3020629882812,222.21591186523438,689.9863891601562,221.72279357910156,129.29811096191406,1
333,11157,3876,740.677734375,154.94729614257812,740.6400756835938,154.66390991210938,130.5718231201172,1
334,6258,7952,901.37939453125,191.5531463623047,901.3902587890625,191.57603454589844,131.83322143554688,1
335,5918,240,912.7340087890625,187.66189575195312,913.67578125,188.6381072998047,132.7026824951172,1
336,3468,5643,801.8981323242188,223.29127502441406,801.7694702148438,222.44163513183594,134.67739868164062,1
337,6556,5236,786.0538330078125,189.65573120117188,786.075439453125,189.51416015625,137.73162841796875,1
338,2237,12061,809.7816772460938,162.0955047607422,809.929443359375,160.6066436767578,137.96014404296875,1
339,7065,12381,782.7745361328125,182.86248779296875,782.7988891601562,182.4168243408203,138.773193359375,1
340,8667,2867,712.236328125,195.4751739501953,711.539306640625,195.18995666503906,139.2156524658203,1
341,7621,6829,847.4545288085938,136.80690002441406,847.4059448242188,136.3616485595703,140.417236328125,1
342,8614,3382,724.9384765625,192.84231567382812,724.811279296875,192.92100524902344,146.01712036132812,1
343,9628,4358,756.30517578125,138.9814453125,756.2803955078125,138.70809936523438,148.1654510498047,1
344,8947,2613,701.0694580078125,185.9065704345703,700.3119506835938,187.8968048095703,148.75146484375,1
345,216,6249,822.1356201171875,164.47198486328125,822.4440307617188,165.2303466796875,149.12745666503906,1
346,8685,2885,711.4803466796875,167.4765167236328,711.8853149414062,167.982421875,150.5689239501953,1
347,8699,4596,764.1187133789062,182.79534912109375,763.7694091796875,183.31944274902344,150.63531494140625,1
348,11557,2692,1146.578369140625,140.41778564453125,1146.33251953125,139.99777221679688,42.69660568237305,1
349,5563,9013,925.2861938476562,169.0944061279297,925.1825561523438,168.62020874023438,77.29812622070312,1
350,672,12754,1103.9676513671875,166.57894897460938,1104.962646484375,164.51449584960938,81.06787109375,1
351,46,2959,1135.057861328125,166.58958435058594,1134.89599609375,166.57395935058594,90.16096496582031,1
352,5661,530,922.00439453125,194.92547607421875,921.7807006835938,195.1341094970703,99.04544067382812,1
353,826,4120,1093.65771484375,223.93460083007812,1093.380859375,224.48849487304688,99.48869323730469,1
354,4096,7728,972.581787109375,237.85108947753906,971.3239135742188,235.1688232421875,100.01499938964844,1
355,2904,11492,1021.3475952148438,180.7815704345703,1020.8692016601562,180.63853454589844,100.25467681884766,1
356,3339,6851,1004.5127563476562,156.50027465820312,1004.159423828125,156.20860290527344,106.00942993164062,1
357,5421,796,930.0975341796875,182.37448120117188,930.3841552734375,183.17779541015625,111.7944564819336,1
358,3510,6993,997.7899169921875,218.64675903320312,997.5902709960938,218.41481018066406,117.4010238647461,1
359,5802,347,916.421142578125,165.50735473632812,917.6490478515625,168.02000427246094,118.04660034179688,1
360,3688,10410,989.3326416015625,226.04527282714844,989.338623046875,224.99459838867188,120.05415344238281,1
361,204,13346,1126.539794921875,165.02813720703125,1127.521484375,163.88035583496094,121.01239776611328,1
362,3649,7141,991.7415161132812,218.55419921875,991.740478515625,217.59922790527344,122.7762222290039,1
363,3156,6615,1010.5379638671875,236.75735473632812,1010.26025390625,237.05455017089844,123.36125946044922,1
364,2168,12477,1046.0606689453125,237.3188018798828,1045.766357421875,236.78878784179688,124.24974822998047,1
365,3643,7137,991.7415161132812,218.55419921875,991.740478515625,217.59922790527344,125.13192749023438,1
366,4682,9210,954.738037109375,234.13259887695312,955.039306640625,234.36732482910156,125.28766632080078,1
367,504,12852,1111.3724365234375,163.23532104492188,1111.4437255859375,162.71157836914062,130.19216918945312,1
368,1457,4685,1071.1710205078125,131.01190185546875,1070.9105224609375,130.7953643798828,130.37254333496094,1
369,2994,6412,1018.0667114257812,187.1932830810547,1017.9410400390625,186.92324829101562,130.4147186279297,1
370,1268,9746,1079.148193359375,158.6560516357422,1085.1275634765625,150.99667358398438,132.0681610107422,0
371,524,12848,1110.4144287109375,148.83326721191406,1110.8414306640625,148.8082275390625,132.8946990966797,1
372,3927,7439,977.8836669921875,138.42440795898438,979.1743774414062,137.72296142578125,133.214111328125,1
373,3782,10278,984.2941284179688,130.60226440429688,983.5094604492188,130.3904571533203,135.96690368652344,1
374,4800,513,950.9031372070312,238.42384338378906,950.6286010742188,238.3273468017578,137.24066162109375,1
375,5579,596,924.7111206054688,129.94155883789062,924.024658203125,129.2389373779297,142.2462615966797,1
376,1589,4789,1065.8212890625,229.19110107421875,1066.4915771484375,228.63287353515625,142.98251342773438,1
377,5420,758,930.314208984375,152.9349822998047,929.3917846679688,152.46678161621094,146.03082275390625,1
378,3346,6850,1004.2542724609375,221.2707061767578,1004.2048950195312,221.72669982910156,146.4411163330078,1
379,2011,5361,1050.8177490234375,217.0694580078125,1050.8250732421875,217.0400390625,148.2059326171875,1
380,2996,6413,1018.0667114257812,187.1932830810547,1017.9410400390625,186.92324829101562,148.80523681640625,1
381,11517,13634,1141.485595703125,173.07391357421875,1140.1080322265625,173.8298797607422,148.89593505859375,1
382,3785,10277,983.8350219726562,246.2088165283203,983.4114990234375,245.40847778320312,150.066650390625,1
383,12719,2074,1295.608642578125,168.2804412841797,1294.183837890625,167.8383026123047,122.1883773803711,1
384,12975,1730,1324.3114013671875,252.56192016601562,1323.2623291015625,252.2139434814453,130.7669677734375,1
385,11826,1852,1182.1915283203125,193.02874755859375,1182.0872802734375,192.9843292236328,131.87493896484375,1
386,12937,14525,1321.2064208984375,132.6649932861328,1320.0262451171875,130.96792602539062,135.3477020263672,1
387,13202,14744,1343.1375732421875,135.80018615722656,1343.00634765625,135.01698303222656,138.50270080566406,1
388,12792,1955,1303.9774169921875,175.5192413330078,1303.900390625,175.55068969726562,146.41038513183594,1
389,13147,1512,1337.4940185546875,138.46864318847656,1336.8685302734375,138.00868225097656,151.7399139404297,1
390,11973,8647,1204.5531005859375,184.54428100585938,1202.7662353515625,181.77932739257812,152.95423889160156,1
391,11804,1923,1179.790283203125,235.14700317382812,1179.4332275390625,234.9229278564453,155.04515075683594,1
392,12702,2077,1294.1683349609375,131.70126342773438,1293.908935546875,130.73681640625,159.06602478027344,1
393,12016,828,1210.0069580078125,242.2928924560547,1209.880859375,242.4827880859375,161.71580505371094,1
394,11696,2286,1164.4454345703125,218.43377685546875,1164.3187255859375,218.29356384277344,161.85487365722656,1
395,12099,463,1223.7332763671875,229.53456115722656,1223.697509765625,229.27024841308594,163.0919952392578,1
396,13368,1149,1366.1917724609375,231.6952667236328,1365.9827880859375,231.9879150390625,168.04165649414062,1
397,12058,670,1216.844970703125,234.88124084472656,1216.843505859375,234.8365936279297,168.36270141601562,1
398,12167,247,1232.655517578125,235.78858947753906,1232.5421142578125,235.3076934814453,168.60308837890625,1
399,13323,1208,1358.6253662109375,153.35752868652344,1358.146728515625,152.69573974609375,169.5435028076172,1
400,13197,1436,1342.8206787109375,143.0606231689453,1341.99169921875,143.02354431152344,172.59779357910156,1
401,11868,1719,1186.37744140625,174.70758056640625,1186.04052734375,174.70547485351562,174.52220153808594,1
402,11882,1626,1189.125,193.26699829101562,1189.17138671875,193.25904846191406,175.94317626953125,1
403,12072,606,1219.57763671875,230.2425994873047,1219.0860595703125,229.68008422851562,176.36610412597656,1
404,12281,2527,1247.14013671875,251.8616180419922,1246.6011962890625,252.111083984375,180.22763061523438,1
405,13096,1587,1332.93115234375,202.24964904785156,1332.1607666015625,201.72308349609375,189.40960693359375,1
406,3529,4334,210.1802520751953,279.8323059082031,210.33058166503906,280.19586181640625,89.4930191040039,1
407,2245,2777,138.1278839111328,266.2150573730469,137.20640563964844,266.4097900390625,94.18598937988281,1
408,3488,4282,207.79953002929688,284.9170227050781,207.68067932128906,284.5791931152344,96.11451721191406,1
409,2340,13609,142.72972106933594,264.978271484375,142.63270568847656,264.9591369628906,113.80685424804688,1
410,2923,3546,172.94430541992188,272.64471435546875,172.82156372070312,272.5354919433594,118.23281860351562,1
411,3337,4076,197.14297485351562,295.8360595703125,196.77159118652344,295.4681701660156,122.40506744384766,1
412,2830,3455,168.23622131347656,283.8223876953125,168.225830078125,284.0179138183594,124.5913314819336,1
413,3762,4591,222.2665252685547,273.2637634277344,222.1034698486328,272.8739013671875,124.97200012207031,1
414,1175,1533,79.33309173583984,358.3273620605469,80.40747833251953,356.9912109375,131.30499267578125,1
415,3593,4404,213.6785125732422,284.72296142578125,213.6361846923828,284.66497802734375,134.2832794189453,1
416,2569,3160,155.05352783203125,378.76641845703125,154.8960418701172,379.3894958496094,135.70187377929688,1
417,3382,4131,199.83493041992188,287.7210388183594,199.29681396484375,286.55145263671875,136.7845001220703,1
418,3612,4425,214.58116149902344,278.4979553222656,214.8026580810547,279.1781921386719,139.10067749023438,1
419,1266,1628,84.52337646484375,328.3360290527344,84.1783218383789,329.2789001464844,141.37892150878906,1
420,3200,8141,188.98741149902344,274.0606384277344,188.085693359375,273.842041015625,142.64991760253906,1
421,3213,8226,189.75035095214844,293.4667053222656,189.34243774414062,292.5393981933594,147.28543090820312,1
422,2467,3039,149.75779724121094,377.6538391113281,149.93052673339844,378.0588073730469,149.39210510253906,1
423,3184,3903,188.41342163085938,268.06805419921875,188.5269012451172,268.1536560058594,149.4121856689453,1
424,2750,3351,164.45423889160156,288.6535339355469,164.0568084716797,288.40631103515625,153.3590545654297,1
425,3074,12802,181.79055786132812,274.4940185546875,182.40447998046875,274.59228515625,154.40206909179688,1
426,1301,1667,86.67670440673828,364.32427978515625,86.52704620361328,364.3554382324219,155.7819061279297,1
427,1179,1505,79.64382934570312,341.7878723144531,78.85271453857422,343.13177490234375,163.4105224609375,1
428,2915,3541,172.51673889160156,266.54156494140625,172.57493591308594,266.4232482910156,164.6147003173828,1
429,2802,3432,167.28733825683594,258.9767761230469,167.48080444335938,259.2236328125,167.0478973388672,1
430,94,123,9.024002075195312,304.81768798828125,8.704282760620117,304.55609130859375,177.8594970703125,1
431,1517,1941,98.76399993896484,291.0120849609375,98.61204528808594,291.37017822265625,181.298095703125,1
432,13910,11118,229.70294189453125,329.56719970703125,229.2071990966797,330.04779052734375,182.14280700683594,1
433,2665,3256,159.77279663085938,277.52569580078125,159.94374084472656,277.5099182128906,183.21299743652344,1
434,3838,4702,227.5345916748047,290.9950866699219,227.52313232421875,290.43878173828125,185.310546875,1
435,1368,1742,90.86456298828125,325.43231201171875,90.21708679199219,326.41632080078125,186.02149963378906,1
436,1329,14567,88.57744598388672,348.4409484863281,88.59042358398438,348.04742431640625,188.25779724121094,1
437,1696,14213,108.32723999023438,285.9472351074219,107.94754028320312,285.33563232421875,190.21829223632812,1
438,3812,4655,225.7465362548828,258.9374694824219,225.3555908203125,258.8720703125,190.87429809570312,1
439,3368,4107,198.70101928710938,304.1769104003906,198.31874084472656,304.02777099609375,192.2992401123047,1
440,5012,11891,286.66717529296875,265.8621520996094,286.8866271972656,266.1478271484375,101.51354217529297,1
441,4455,12582,260.1325378417969,374.49737548828125,259.9403381347656,372.4456481933594,115.35163879394531,1
442,4655,5600,269.4603576660156,372.926513671875,269.30029296875,372.5643615722656,115.75836944580078,1
443,5267,11537,301.4947204589844,366.5705871582031,302.0932922363281,364.6632080078125,136.6052703857422,1
444,7823,132,426.8069763183594,337.1700439453125,426.5354309082031,337.515625,137.35719299316406,1
445,4934,5908,282.9246520996094,279.0593566894531,282.44757080078125,278.01031494140625,139.63165283203125,1
446,5442,6512,310.70703125,293.84075927734375,310.2801513671875,293.6302795410156,139.83204650878906,1
447,7720,310,421.6540832519531,344.1478271484375,420.95404052734375,343.1807861328125,140.73379516601562,1
448,4074,4984,241.35531616210938,321.3018798828125,241.40821838378906,320.8460693359375,144.06942749023438,1
449,7570,572,413.8232116699219,374.845703125,413.9120178222656,374.5489501953125,145.1723175048828,1
450,5392,6450,308.4900207519531,317.1208801269531,307.7296447753906,316.89215087890625,147.9324188232422,1
451,8226,7677,447.6452331542969,338.2652893066406,448.6226501464844,338.8102111816406,148.0033721923828,1
452,3932,4826,232.82701110839844,268.52569580078125,233.53970336914062,268.7989196777344,150.4858856201172,1
453,4065,4973,240.75152587890625,264.58856201171875,241.04197692871094,264.2557067871094,154.65121459960938,1
454,4198,5111,247.81210327148438,262.14532470703125,247.94671630859375,260.85882568359375,156.03524780273438,1
455,4667,5605,270.00836181640625,270.89385986328125,269.5570983886719,270.0678405761719,157.93353271484375,1
456,3970,4843,235.3206329345703,302.7718811035156,234.59605407714844,302.6470947265625,158.0917510986328,1
457,5360,6424,306.975830078125,279.9911193847656,306.59832763671875,279.0196533203125,160.281005859375,1
458,4821,5777,277.77880859375,283.41436767578125,276.97711181640625,281.5309143066406,160.3839111328125,1
459,7483,768,408.9054870605469,382.17840576171875,408.7013854980469,381.9872741699219,161.72508239746094,1
460,5155,11700,294.95318603515625,305.7410583496094,295.13751220703125,305.53436279296875,161.7745361328125,1
461,4319,5239,253.6830291748047,371.4149169921875,253.49722290039062,371.701416015625,164.006103515625,1
462,7571,558,413.8232116699219,374.845703125,413.9120178222656,374.5489501953125,164.83628845214844,1
463,7618,486,416.5089416503906,334.3061828613281,415.9449462890625,334.06903076171875,165.066650390625,1
464,7382,1010,403.3873596191406,276.6655578613281,402.8171691894531,276.3922424316406,165.22711181640625,1
465,5393,6451,308.4900207519531,317.1208801269531,307.7296447753906,316.89215087890625,165.80410766601562,1
466,4379,5309,256.7473449707031,361.3048400878906,256.2774353027344,361.6151123046875,167.5977325439453,1
467,5359,6429,306.93988037109375,294.7302551269531,306.7265625,294.94720458984375,169.31626892089844,1
468,4610,12417,267.303466796875,381.75738525390625,267.0498962402344,380.4875793457031,170.41419982910156,1
469,5167,11708,295.4996643066406,256.96112060546875,294.9990539550781,257.5522155761719,172.04940795898438,1
470,7751,9313,423.196044921875,327.2218322753906,423.6927490234375,326.7651672363281,172.69337463378906,1
471,4653,5599,269.4303283691406,259.9165954589844,269.2027587890625,260.11688232421875,173.5223388671875,1
472,4038,4913,239.0234832763672,299.39593505859375,238.79286193847656,298.8959045410156,176.61822509765625,1
473,7398,977,403.8022155761719,380.11517333984375,404.0224609375,380.1539001464844,177.6119384765625,1
474,4206,5099,248.1532440185547,379.81854248046875,247.1610565185547,378.97979736328125,179.76373291015625,1
475,10182,3437,662.82958984375,289.6669921875,662.5308837890625,289.4165954589844,108.1480484008789,1
476,8463,7394,461.571533203125,347.7398986816406,463.5035400390625,348.1246337890625,110.97296905517578,1
477,11116,4707,601.7119140625,329.3895263671875,601.1759643554688,328.5814514160156,114.65164947509766,1
478,8462,7445,461.4881896972656,359.2776794433594,461.0710144042969,359.32012939453125,114.83030700683594,1
479,9953,5909,542.712890625,325.2001953125,542.8741455078125,325.0864562988281,115.03477478027344,1
480,10142,3398,664.2107543945312,345.4147644042969,664.5004272460938,344.286865234375,119.05880737304688,1
481,9370,6609,511.07537841796875,293.5622253417969,511.29833984375,294.0404052734375,131.8825225830078,1
482,10161,12223,553.623291015625,295.5644836425781,553.5281372070312,295.1805114746094,133.38290405273438,1
483,11338,4471,612.7142944335938,302.7704162597656,612.6346435546875,301.74853515625,144.28443908691406,1
484,8677,7230,473.6010437011719,368.6068420410156,472.9223327636719,368.12762451171875,148.0067596435547,1
485,9501,3049,681.9239501953125,328.6786193847656,680.5936279296875,326.36175537109375,150.6253662109375,1
486,8621,7261,470.6724548339844,351.7652893066406,470.63604736328125,351.6496276855469,151.15223693847656,1
487,8589,7318,468.7047424316406,368.62506103515625,468.23028564453125,368.56036376953125,155.50241088867188,1
488,10086,12108,549.1771850585938,272.6468811035156,548.0477294921875,270.1729736328125,155.88136291503906,1
489,9660,6260,526.3884887695312,289.4278564453125,526.0211181640625,289.1129455566406,158.99685668945312,1
490,9749,11721,531.0838623046875,338.2430725097656,530.9268798828125,338.0337219238281,161.89193725585938,1
491,10786,3800,645.06640625,307.0709533691406,644.9751586914062,306.9060974121094,165.47506713867188,1
492,11340,4451,612.7215576171875,324.8442077636719,613.6447143554688,324.3125915527344,166.04518127441406,1
493,11381,10025,614.9981689453125,275.0028991699219,614.5433349609375,275.1869201660156,166.520263671875,1
494,10260,5620,558.5402221679688,264.3216247558594,559.0504760742188,265.4327697753906,166.59231567382812,1
495,10033,5852,546.0855102539062,299.0213317871094,546.1881103515625,299.3095397949219,167.17955017089844,1
496,9758,13396,675.8455810546875,287.16851806640625,677.5332641601562,287.37200927734375,167.6454620361328,1
497,11339,4492,612.7193603515625,311.47393798828125,611.4960327148438,310.2018127441406,172.47898864746094,1
498,9527,6406,519.349609375,306.96514892578125,519.1282348632812,306.1270751953125,172.7888946533203,1
499,11397,9985,616.0574340820312,278.95361328125,615.3386840820312,278.0448303222656,175.67868041992188,1
500,11365,4190,626.0564575195312,352.8970031738281,625.5784301757812,353.60205078125,181.7195587158203,1
501,10790,5039,586.1029663085938,369.2419738769531,585.688232421875,369.3473815917969,181.93679809570312,1
502,9419,6537,514.2415771484375,348.5622253417969,514.0534057617188,348.6524963378906,184.0923614501953,1
503,10838,11862,588.626220703125,321.5507507324219,588.105712890625,321.16033935546875,184.52642822265625,1
504,11414,4390,616.9130249023438,273.01678466796875,616.468994140625,272.8036193847656,185.27276611328125,1
505,10446,3582,654.9700317382812,272.01458740234375,655.1331176757812,273.9617614746094,186.19345092773438,1
506,10358,13027,657.2363891601562,258.0796203613281,656.542724609375,257.8946228027344,186.47520446777344,1
507,10381,3557,656.8614501953125,264.4286804199219,656.251220703125,264.9479675292969,187.79510498046875,1
508,10322,5561,562.3579711914062,380.6129150390625,562.1021118164062,381.06231689453125,188.321533203125,1
509,9623,6292,524.9122314453125,356.4044189453125,524.949462890625,357.2967834472656,188.6875762939453,1
510,8957,3465,727.5326538085938,290.447265625,726.9939575195312,290.7153015136719,89.71064758300781,1
511,8320,3273,722.6626586914062,300.337646484375,721.6761474609375,301.74969482421875,102.36209869384766,1
512,9106,2748,693.5738525390625,366.985595703125,693.3973999023438,366.2866516113281,102.79591369628906,1
513,8807,2676,706.2295532226562,380.16754150390625,706.023193359375,379.9220275878906,105.0333251953125,1
514,1790,5952,812.6712036132812,257.02691650390625,812.5709228515625,257.12469482421875,108.91739654541016,1
515,8761,13721,707.869873046875,360.5331726074219,707.8984375,360.7757568359375,110.30412292480469,1
516,8872,2570,703.7198486328125,358.62078857421875,703.7227783203125,358.5997009277344,112.34767150878906,1
517,8938,2605,701.2552490234375,359.3424987792969,701.0264282226562,359.6111755371094,113.2298583984375,1
518,11302,3805,738.903564453125,376.454345703125,738.6405029296875,376.49578857421875,120.73110961914062,1
519,8798,2678,706.5143432617188,330.17132568359375,706.2884521484375,329.77392578125,120.81390380859375,1
520,11392,3719,736.8878173828125,353.54217529296875,736.0084838867188,353.5730895996094,120.87596893310547,1
521,8414,4706,767.8179321289062,305.8082580566406,767.6372680664062,305.3578186035156,120.9710693359375,1
522,8888,2557,703.1656494140625,257.9845275878906,703.043701171875,258.55072021484375,126.38433074951172,1
523,10835,3631,733.6829833984375,280.54425048828125,732.7521362304688,280.472900390625,126.60963439941406,1
524,8941,2601,701.2520751953125,310.01129150390625,701.0640258789062,310.0979919433594,128.05467224121094,1
525,7291,7033,859.777587890625,348.52252197265625,859.59619140625,348.426025390625,128.25755310058594,1
526,11298,3806,738.903564453125,376.454345703125,738.6405029296875,376.49578857421875,130.72872924804688,1
527,8985,2635,699.1310424804688,348.82366943359375,698.9466552734375,349.2601318359375,132.51414489746094,1
528,9228,4443,758.826416015625,379.7189636230469,758.8720703125,380.45611572265625,136.98904418945312,1
529,8447,3347,723.8521118164062,377.779296875,723.6678466796875,377.1572265625,138.2353057861328,1
530,10852,4004,744.2972412109375,375.2276916503906,743.9494018554688,375.4148254394531,139.79627990722656,1
531,9155,2820,692.0263671875,376.87451171875,690.8035888671875,377.36761474609375,145.80123901367188,1
532,11143,3859,740.9038696289062,290.4371337890625,740.2120361328125,291.26861572265625,146.35914611816406,1
533,8828,4544,762.9790649414062,377.19769287109375,762.4177856445312,377.2494812011719,147.34652709960938,1
534,11137,3864,740.9038696289062,290.4371337890625,740.2120361328125,291.26861572265625,151.9769744873047,1
535,7280,12072,780.9017333984375,347.31158447265625,780.5223388671875,347.8459777832031,152.80052185058594,1
536,11346,3783,738.5146484375,361.6579895019531,738.128662109375,361.2658386230469,154.50242614746094,1
537,209,6243,822.2632446289062,261.7491455078125,822.3280639648438,260.8897705078125,154.954833984375,1
538,9858,4299,753.6093139648438,380.202392578125,753.4811401367188,380.1015930175781,154.97096252441406,1
539,7194,7098,865.2330322265625,298.593994140625,865.186767578125,298.662109375,157.076416015625,1
540,6794,7398,879.7732543945312,267.9807434082031,879.9288330078125,267.9253234863281,159.2921905517578,1
541,7180,7099,866.56884765625,261.62664794921875,866.2000732421875,261.5594787597656,160.77313232421875,1
542,11372,3790,738.4574584960938,344.1960144042969,738.364990234375,343.981201171875,162.08023071289062,1
543,8788,2663,707.143310546875,288.41583251953125,705.5755004882812,293.17364501953125,162.53614807128906,0
544,9019,2646,698.0975952148438,265.1983337402344,698.3964233398438,264.87310791015625,164.790771484375,1
545,1662,4945,1062.073486328125,337.3627014160156,1061.952392578125,337.3661193847656,69.74238586425781,1
546,3091,6517,1013.4789428710938,277.3847351074219,1013.2401733398438,278.6435852050781,78.51114654541016,1
547,3099,11351,1012.3818969726562,259.0768127441406,1013.01025390625,259.6563415527344,79.5235824584961,1
548,284,3380,1122.3616943359375,300.90618896484375,1121.5491943359375,300.79583740234375,84.73487854003906,1
549,2385,5774,1038.694091796875,334.9931335449219,1038.1768798828125,333.3870849609375,88.48728942871094,1
550,844,4105,1092.9129638671875,279.0504455566406,1093.7333984375,279.6410827636719,90.68627166748047,1
551,2165,5464,1046.285400390625,306.3359680175781,1046.3365478515625,306.9120788574219,91.47677612304688,1
552,1115,9858,1084.5880126953125,346.6676330566406,1083.465576171875,346.27764892578125,93.39700317382812,1
553,3359,6862,1003.7603759765625,269.095458984375,1003.6053466796875,268.768310546875,96.33275604248047,1
554,688,3866,1102.9637451171875,297.1205749511719,1102.9481201171875,297.07794189453125,98.3005599975586,1
555,1968,12655,1052.3802490234375,374.1343078613281,1051.9639892578125,373.7674255371094,102.71806335449219,1
