inlier_index,moving_keypoint_index,reference_keypoint_index,moving_x_px,moving_y_px,reference_x_px,reference_y_px,projected_reference_x_px,projected_reference_y_px,reprojection_error_px,descriptor_distance
210,3717,4518,219.71206665039062,233.80799865722656,219.09835815429688,231.93324279785156,219.6010284423828,233.66055297851562,1.7989657803166006,94.25497436523438
211,351,509,28.871530532836914,143.0215606689453,28.64743423461914,143.06890869140625,28.724775314331055,142.8354949951172,0.24589346519646949,98.10708618164062
212,486,8478,37.86874008178711,158.5985870361328,38.106868743896484,159.4538116455078,37.7245979309082,158.4166717529297,1.1053461590106903,99.38813018798828
213,534,747,40.63458251953125,220.09217834472656,40.49626159667969,219.99093627929688,40.49480056762695,219.9232940673828,0.06765798872653453,102.72779846191406
214,328,473,27.0500545501709,151.21664428710938,26.836421966552734,151.39024353027344,26.903459548950195,151.031982421875,0.36447916160539734,104.0672836303711
215,2447,13483,148.92564392089844,221.02023315429688,148.90113830566406,221.61978149414062,148.80416870117188,220.8629913330078,0.7629773602033022,110.6209716796875
216,768,1032,54.36064910888672,211.17784118652344,53.686607360839844,210.59066772460938,54.22287368774414,211.00851440429688,0.6798363193426006,111.17103576660156
217,2408,2963,146.5825958251953,186.7118377685547,146.00350952148438,187.30836486816406,146.4580841064453,186.54788208007812,0.8859865260077997,114.83030700683594
218,2724,3343,162.8183135986328,232.19619750976562,163.6078338623047,230.55088806152344,162.69973754882812,232.04257202148438,1.7463561924631719,115.61141967773438
219,2755,3365,164.8486785888672,199.59259033203125,164.7364959716797,199.51177978515625,164.7277374267578,199.4330291748047,0.0792361706538884,118.4145278930664
220,2479,3037,150.6046142578125,246.9396514892578,149.788330078125,248.43589782714844,150.48544311523438,246.78768920898438,1.7895692877053253,120.44500732421875
221,364,525,29.444372177124023,216.09207153320312,29.45041847229004,216.58497619628906,29.302183151245117,215.92112731933594,0.680197796113172,124.59935760498047
222,2654,3242,159.3871612548828,204.46473693847656,159.3560028076172,204.83355712890625,159.265869140625,204.30548095703125,0.535713096001594,125.7099838256836
223,2763,3373,165.37826538085938,190.939697265625,164.9530487060547,190.9663543701172,165.25669860839844,190.77862548828125,0.35699495272166004,126.88577270507812
224,2764,3374,165.37826538085938,190.939697265625,164.9530487060547,190.9663543701172,165.25669860839844,190.77862548828125,0.35699495272166004,129.33290100097656
225,3020,3698,178.2602996826172,226.48471069335938,179.2709197998047,227.80691528320312,178.1433868408203,226.33160400390625,1.8568451589770867,131.06105041503906
226,474,661,36.83081817626953,224.01358032226562,36.39304733276367,223.49195861816406,36.6905517578125,223.8451385498047,0.46178452446710505,131.14495849609375
227,359,511,29.29363441467285,175.67901611328125,28.702659606933594,175.50186157226562,29.148950576782227,175.49954223632812,0.4462969965030285,131.17164611816406
