moving_x,moving_y,reference_x,reference_y
1318.146,214.068,1110.268,260.046
1315.341,268.052,1108.355,294.707
537.228,594.197,594.489,510.995
1311.985,307.024,1106.649,321.103
537.530,164.341,594.380,226.709
1311.206,288.018,1106.190,308.979
1311.086,769.865,1107.324,626.926
1310.909,130.662,1105.669,204.148
1309.049,106.932,1104.906,188.778
1307.954,319.797,1103.917,329.740
1307.670,226.859,1104.046,268.009
538.267,309.378,594.978,322.381
538.267,309.378,594.978,322.381
1307.670,226.859,1104.046,268.009
538.449,34.299,594.917,140.559
538.503,364.504,594.801,359.345
1307.516,254.182,1103.834,286.116
1306.043,192.843,1102.417,244.939
1305.802,282.000,1101.739,303.719
1305.044,306.446,1101.946,321.018
1304.107,211.646,1101.385,258.126
97.188,761.327,303.392,621.479
1303.859,769.877,1101.278,627.269
540.562,71.772,596.460,165.373
540.668,703.755,596.632,583.355
540.947,121.687,596.366,198.465
1301.401,330.731,1099.388,336.173
1301.260,117.072,1099.766,196.025
1301.110,241.612,1098.949,277.651
1300.406,317.750,1098.806,328.152
1299.788,197.517,1098.606,248.516
99.400,836.488,304.642,671.193
1299.746,154.234,1098.894,219.960
1298.236,769.939,1097.537,627.158
1297.579,579.164,1096.934,500.895
543.117,304.759,598.151,319.956
543.242,137.337,598.068,208.605
543.242,137.337,598.068,208.605
544.205,373.370,598.928,364.670
544.231,335.450,598.666,339.676
1294.937,337.501,1095.371,341.168
102.338,393.880,306.723,378.449
102.338,393.880,306.723,378.449
545.255,296.205,599.834,313.192
1292.833,314.356,1094.490,325.683
103.793,219.483,307.490,263.402
104.216,828.762,307.914,666.154
104.216,828.762,307.914,666.154
546.146,650.195,600.062,548.078
546.146,650.195,600.062,548.078
1288.700,215.973,1091.271,260.949
1285.964,337.865,1089.360,341.077
1285.849,13.896,1089.419,126.597
547.984,343.275,601.111,344.931
548.078,38.940,601.470,143.333
112.117,298.123,312.965,314.783
112.380,392.012,313.180,377.082
113.389,818.950,314.175,659.722
1280.787,34.304,1086.535,140.200
1279.476,329.710,1084.794,335.739
1279.159,154.886,1084.860,220.676
1278.847,483.049,1084.712,437.303
1278.273,201.325,1084.539,251.139
1276.561,43.868,1083.033,146.725
1276.102,392.381,1082.845,377.388
117.181,82.383,316.555,172.456
1275.383,183.705,1082.152,239.414
1275.146,155.788,1081.825,220.739
1274.910,223.061,1081.664,265.323
1273.164,135.061,1081.198,207.575
1272.373,781.292,1080.421,634.641
1271.506,167.887,1079.638,228.933
552.007,694.467,603.842,577.116
552.007,694.467,603.842,577.116
552.020,369.055,603.674,362.258
1270.889,392.360,1079.224,377.364
1270.470,43.931,1078.981,147.155
122.070,416.636,319.490,393.935
122.696,148.984,320.159,216.496
1265.951,159.096,1075.893,222.810
1265.812,781.542,1075.963,634.876
552.781,97.414,604.476,182.039
123.934,443.157,321.132,410.663
1264.285,212.810,1075.076,258.655
1264.104,423.611,1075.410,398.581
1263.234,220.978,1073.985,263.983
1262.966,347.447,1074.272,347.676
553.548,574.055,604.986,497.688
1260.925,327.519,1073.093,334.922
126.815,665.395,322.992,557.854
126.849,665.388,322.992,557.854
1259.773,424.437,1072.148,398.640
127.789,417.275,323.565,394.064
127.789,417.275,323.565,394.064
1259.740,312.760,1072.022,325.066
128.755,854.245,323.935,682.249
554.450,38.166,605.511,143.049
1258.477,313.100,1070.863,324.928
554.796,461.848,605.924,423.351
1258.183,600.641,1070.663,515.123
129.654,331.823,324.604,337.606
555.947,368.618,606.455,361.948
555.952,437.964,606.760,407.091
1256.621,124.110,1069.834,199.655
130.813,78.414,325.410,170.211
130.813,78.414,325.410,170.211
1256.613,123.982,1069.834,199.655
1256.045,342.081,1070.210,344.320
556.204,399.147,606.775,381.862
1254.754,224.702,1068.582,265.961
1254.411,206.677,1068.665,254.176
556.728,569.390,607.100,494.494
557.251,11.326,607.445,125.296
1253.092,48.575,1067.401,150.440
1253.092,48.575,1067.401,150.440
133.151,463.163,326.946,424.166
133.216,334.933,327.012,339.721
1252.547,131.951,1067.501,205.226
1251.392,318.078,1066.362,328.210
1251.201,345.647,1066.567,346.632
557.997,182.358,607.817,238.564
558.096,336.085,607.411,339.550
558.520,583.766,607.694,502.793
558.520,583.766,607.694,502.793
136.036,843.678,329.218,675.519
558.556,352.740,608.216,351.541
1248.876,261.371,1064.792,291.213
559.036,143.351,608.582,212.463
559.609,678.103,609.099,566.674
137.856,462.733,330.318,423.618
138.411,333.733,330.581,339.044
1244.803,215.698,1062.160,260.621
1243.856,287.896,1061.454,308.951
560.523,444.488,609.467,411.999
560.523,444.488,609.467,411.999
1242.647,239.730,1060.621,276.834
560.916,397.776,609.950,381.124
1241.588,158.086,1060.229,222.745
561.145,33.547,610.078,139.875
142.238,92.879,333.036,179.836
